a	ఒక	oka	[sound:ఒక_google_female.mp3]
thread	దారం	dāraṁ	[sound:దారం_google_female.mp3]
threat	బెదిరింపు	bedirimpu	[sound:బెదిరింపు_google_female.mp3]
threaten	బెదిరిస్తారు	bediristāru	[sound:బెదిరిస్తారు_google_female.mp3]
threatening	బెదిరింపు	bedirimpu	[sound:బెదిరింపు_google_female.mp3]
three	మూడు	mūḍu	[sound:మూడు_google_female.mp3]
throat	గొంతు	gontu	[sound:గొంతు_google_female.mp3]
through	ద్వారా	dvārā	[sound:ద్వారా_google_female.mp3]
throughout	అంతటా	antaṭā	[sound:అంతటా_google_female.mp3]
throw	త్రో	trō	[sound:త్రో_google_female.mp3]
throw away	దూరంగా త్రో	dūraṅgā trō	[sound:దూరంగా త్రో_google_female.mp3]
throw out	విసిరివేయండి	visirivēyaṇḍi	[sound:విసిరివేయండి_google_female.mp3]
thumb	బొటనవేలు	boṭanavēlu	[sound:బొటనవేలు_google_female.mp3]
Thursday	గురువారం	guruvāraṁ	[sound:గురువారం_google_female.mp3]
thus	అందువలన	anduvalana	[sound:అందువలన_google_female.mp3]
ticket	టిక్కెట్టు	ṭikkeṭṭu	[sound:టిక్కెట్టు_google_female.mp3]
tidy	చక్కనైన	cakkanaina	[sound:చక్కనైన_google_female.mp3]
tie	టై	ṭai	[sound:టై_google_female.mp3]
tie up	కట్టాలి	kaṭṭāli	[sound:కట్టాలి_google_female.mp3]
tight	గట్టిగా	gaṭṭigā	[sound:గట్టిగా_google_female.mp3]
tightly	గట్టిగా	gaṭṭigā	[sound:గట్టిగా_google_female.mp3]
till	వరకు	varaku	[sound:వరకు_google_female.mp3]
time	సమయం	samayaṁ	[sound:సమయం_google_female.mp3]
timetable	కాలపట్టిక	kālapaṭṭika	[sound:కాలపట్టిక_google_female.mp3]
tin	తగరం	tagaraṁ	[sound:తగరం_google_female.mp3]
tiny	చిన్న	cinna	[sound:చిన్న_google_female.mp3]
tip	చిట్కా	ciṭkā	[sound:చిట్కా_google_female.mp3]
tip over	పైగా చిట్కా	paigā ciṭkā	[sound:పైగా చిట్కా_google_female.mp3]
tire	టైర్	ṭair	[sound:టైర్_google_female.mp3]
tired	అలసిపోయాడు	alasipōyāḍu	[sound:అలసిపోయాడు_google_female.mp3]
tire out	అలసిపోతుంది	alasipōtundi	[sound:అలసిపోతుంది_google_female.mp3]
tiring	అలసిపోతుంది	alasipōtundi	[sound:అలసిపోతుంది_google_female.mp3]
title	శీర్షిక	śīrṣika	[sound:శీర్షిక_google_female.mp3]
to	కు	ku	[sound:కు_google_female.mp3]
today	నేడు	nēḍu	[sound:నేడు_google_female.mp3]
toe	బొటనవేలు	boṭanavēlu	[sound:బొటనవేలు_google_female.mp3]
together	కలిసి	kalisi	[sound:కలిసి_google_female.mp3]
toilet	టాయిలెట్	ṭāyileṭ	[sound:టాయిలెట్_google_female.mp3]
tomato	టమోటా	ṭamōṭā	[sound:టమోటా_google_female.mp3]
tomorrow	రేపు	rēpu	[sound:రేపు_google_female.mp3]
ton	టన్ను	ṭannu	[sound:టన్ను_google_female.mp3]
tone	స్వరం	svaraṁ	[sound:స్వరం_google_female.mp3]
tongue	నాలుక	nāluka	[sound:నాలుక_google_female.mp3]
tonight	ఈ రాత్రి	ī rātri	[sound:ఈ రాత్రి_google_female.mp3]
tonne	టన్ను	ṭannu	[sound:టన్ను_google_female.mp3]
too	చాలా	cālā	[sound:చాలా_google_female.mp3]
tool	సాధనం	sādhanaṁ	[sound:సాధనం_google_female.mp3]
tooth	పంటి	paṇṭi	[sound:పంటి_google_female.mp3]
top	టాప్	ṭāp	[sound:టాప్_google_female.mp3]
topic	అంశం	anśaṁ	[sound:అంశం_google_female.mp3]
total	మొత్తం	mottaṁ	[sound:మొత్తం_google_female.mp3]
totally	పూర్తిగా	pūrtigā	[sound:పూర్తిగా_google_female.mp3]
touch	స్పర్శ	sparśa	[sound:స్పర్శ_google_female.mp3]
tough	కఠినమైన	kaṭhinamaina	[sound:కఠినమైన_google_female.mp3]
tour	పర్యటన	paryaṭana	[sound:పర్యటన_google_female.mp3]
tourist	పర్యాటకుడు	paryāṭakuḍu	[sound:పర్యాటకుడు_google_female.mp3]
towards	వైపు	vaipu	[sound:వైపు_google_female.mp3]
towel	టవల్	ṭaval	[sound:టవల్_google_female.mp3]
tower	టవర్	ṭavar	[sound:టవర్_google_female.mp3]
town	పట్టణం	paṭṭaṇaṁ	[sound:పట్టణం_google_female.mp3]
toy	బొమ్మ	bom'ma	[sound:బొమ్మ_google_female.mp3]
trace	జాడ	jāḍa	[sound:జాడ_google_female.mp3]
track	ట్రాక్	ṭrāk	[sound:ట్రాక్_google_female.mp3]
trade	వాణిజ్యం	vāṇijyaṁ	[sound:వాణిజ్యం_google_female.mp3]
trading	వర్తకం	vartakaṁ	[sound:వర్తకం_google_female.mp3]
tradition	సంప్రదాయం	sampradāyaṁ	[sound:సంప్రదాయం_google_female.mp3]
traditional	సంప్రదాయ	sampradāya	[sound:సంప్రదాయ_google_female.mp3]
traditionally	సాంప్రదాయకంగా	sāmpradāyakaṅgā	[sound:సాంప్రదాయకంగా_google_female.mp3]
traffic	ట్రాఫిక్	ṭrāphik	[sound:ట్రాఫిక్_google_female.mp3]
train	రైలు	railu	[sound:రైలు_google_female.mp3]
training	శిక్షణ	śikṣaṇa	[sound:శిక్షణ_google_female.mp3]
transfer	బదిలీ	badilī	[sound:బదిలీ_google_female.mp3]
transform	రూపాంతరము	rūpāntaramu	[sound:రూపాంతరము_google_female.mp3]
translate	అనువదించు	anuvadin̄cu	[sound:అనువదించు_google_female.mp3]
translation	అనువాదం	anuvādaṁ	[sound:అనువాదం_google_female.mp3]
transparent	పారదర్శకమైన	pāradarśakamaina	[sound:పారదర్శకమైన_google_female.mp3]
transport	రవాణా	ravāṇā	[sound:రవాణా_google_female.mp3]
transportation	రవాణా	ravāṇā	[sound:రవాణా_google_female.mp3]
trap	ఉచ్చు	uccu	[sound:ఉచ్చు_google_female.mp3]
travel	ప్రయాణం	prayāṇaṁ	[sound:ప్రయాణం_google_female.mp3]
traveller	యాత్రికుడు	yātrikuḍu	[sound:యాత్రికుడు_google_female.mp3]
treat	చికిత్స	cikitsa	[sound:చికిత్స_google_female.mp3]
treatment	చికిత్స	cikitsa	[sound:చికిత్స_google_female.mp3]
tree	చెట్టు	ceṭṭu	[sound:చెట్టు_google_female.mp3]
trend	ధోరణి	dhōraṇi	[sound:ధోరణి_google_female.mp3]
trial	విచారణ	vicāraṇa	[sound:విచారణ_google_female.mp3]
triangle	త్రిభుజం	tribhujaṁ	[sound:త్రిభుజం_google_female.mp3]
trick	ఉపాయం	upāyaṁ	[sound:ఉపాయం_google_female.mp3]
trip	యాత్ర	yātra	[sound:యాత్ర_google_female.mp3]
tropical	ఉష్ణమండల	uṣṇamaṇḍala	[sound:ఉష్ణమండల_google_female.mp3]
trouble	ఇబ్బంది	ibbandi	[sound:ఇబ్బంది_google_female.mp3]
trousers	ప్యాంటు	pyāṇṭu	[sound:ప్యాంటు_google_female.mp3]
truck	ట్రక్	ṭrak	[sound:ట్రక్_google_female.mp3]
true	నిజం	nijaṁ	[sound:నిజం_google_female.mp3]
truly	నిజంగా	nijaṅgā	[sound:నిజంగా_google_female.mp3]
trust	నమ్మకం	nam'makaṁ	[sound:నమ్మకం_google_female.mp3]
truth	నిజం	nijaṁ	[sound:నిజం_google_female.mp3]
try	ప్రయత్నించండి	prayatnin̄caṇḍi	[sound:ప్రయత్నించండి_google_female.mp3]
try on	ప్రయత్నించండి	prayatnin̄caṇḍi	[sound:ప్రయత్నించండి_google_female.mp3]
try out	ప్రయత్నించండి	prayatnin̄caṇḍi	[sound:ప్రయత్నించండి_google_female.mp3]
tube	గొట్టం	goṭṭaṁ	[sound:గొట్టం_google_female.mp3]
Tuesday	మంగళవారం	maṅgaḷavāraṁ	[sound:మంగళవారం_google_female.mp3]
tune	ట్యూన్	ṭyūn	[sound:ట్యూన్_google_female.mp3]
tunnel	సొరంగం	soraṅgaṁ	[sound:సొరంగం_google_female.mp3]
turn	మలుపు	malupu	[sound:మలుపు_google_female.mp3]
turn back	వెనక్కి తిరగండి	venakki tiragaṇḍi	[sound:వెనక్కి తిరగండి_google_female.mp3]
turn down	తిరస్కరించు	tiraskarin̄cu	[sound:తిరస్కరించు_google_female.mp3]
turn into	లోకి మారుతాయి	lōki mārutāyi	[sound:లోకి మారుతాయి_google_female.mp3]
turn off	ఆఫ్ చేయండి	āph cēyaṇḍi	[sound:ఆఫ్ చేయండి_google_female.mp3]
turn on	ఆన్ చేయండి	ān cēyaṇḍi	[sound:ఆన్ చేయండి_google_female.mp3]
turn out	మారతాయి	māratāyi	[sound:మారతాయి_google_female.mp3]
turn over	తిరగండి	tiragaṇḍi	[sound:తిరగండి_google_female.mp3]
turn round	చుట్టూ తిరగండి	cuṭṭū tiragaṇḍi	[sound:చుట్టూ తిరగండి_google_female.mp3]
turn to	వైపు తిరగండి	vaipu tiragaṇḍi	[sound:వైపు తిరగండి_google_female.mp3]
turn up	తిరగండి	tiragaṇḍi	[sound:తిరగండి_google_female.mp3]
TV	టీవీ	ṭīvī	[sound:టీవీ_google_female.mp3]
twelfth	పన్నెండవది	panneṇḍavadi	[sound:పన్నెండవది_google_female.mp3]
twelve	పన్నెండు	panneṇḍu	[sound:పన్నెండు_google_female.mp3]
twentieth	ఇరవయ్యవది	iravayyavadi	[sound:ఇరవయ్యవది_google_female.mp3]
twenty	ఇరవై	iravai	[sound:ఇరవై_google_female.mp3]
twice	రెండుసార్లు	reṇḍusārlu	[sound:రెండుసార్లు_google_female.mp3]
twin	జంట	jaṇṭa	[sound:జంట_google_female.mp3]
twist	ట్విస్ట్	ṭvisṭ	[sound:ట్విస్ట్_google_female.mp3]
twisted	మెలికలు తిరిగింది	melikalu tirigindi	[sound:మెలికలు తిరిగింది_google_female.mp3]
two	రెండు	reṇḍu	[sound:రెండు_google_female.mp3]
type	రకం	rakaṁ	[sound:రకం_google_female.mp3]
typical	విలక్షణమైనది	vilakṣaṇamainadi	[sound:విలక్షణమైనది_google_female.mp3]
typically	సాధారణంగా	sādhāraṇaṅgā	[sound:సాధారణంగా_google_female.mp3]
tyre	టైర్	ṭair	[sound:టైర్_google_female.mp3]
the unemployed	నిరుద్యోగులు	nirudyōgulu	[sound:నిరుద్యోగులు_google_female.mp3]
the unexpected	ఊహించనిది	ūhin̄canidi	[sound:ఊహించనిది_google_female.mp3]
ugly	వికారమైన	vikāramaina	[sound:వికారమైన_google_female.mp3]
ultimate	అంతిమ	antima	[sound:అంతిమ_google_female.mp3]
ultimately	చివరికి	civariki	[sound:చివరికి_google_female.mp3]
umbrella	గొడుగు	goḍugu	[sound:గొడుగు_google_female.mp3]
unable	కుదరదు	kudaradu	[sound:కుదరదు_google_female.mp3]
unacceptable	ఆమోదయోగ్యం కానిది	āmōdayōgyaṁ kānidi	[sound:ఆమోదయోగ్యం కానిది_google_female.mp3]
uncertain	అనిశ్చిత	aniścita	[sound:అనిశ్చిత_google_female.mp3]
uncle	మామ	māma	[sound:మామ_google_female.mp3]
uncomfortable	అసౌకర్యంగా	asaukaryaṅgā	[sound:అసౌకర్యంగా_google_female.mp3]
unconscious	అపస్మారక స్థితి	apasmāraka sthiti	[sound:అపస్మారక స్థితి_google_female.mp3]
uncontrolled	నియంత్రణ లేని	niyantraṇa lēni	[sound:నియంత్రణ లేని_google_female.mp3]
under	కింద	kinda	[sound:కింద_google_female.mp3]
underground	భూగర్భంలో	bhūgarbhanlō	[sound:భూగర్భంలో_google_female.mp3]
underneath	కింద	kinda	[sound:కింద_google_female.mp3]
understand	అర్థం చేసుకుంటారు	arthaṁ cēsukuṇṭāru	[sound:అర్థం చేసుకుంటారు_google_female.mp3]
understanding	అవగాహన	avagāhana	[sound:అవగాహన_google_female.mp3]
underwater	నీటి అడుగున	nīṭi aḍuguna	[sound:నీటి అడుగున_google_female.mp3]
underwear	లోదుస్తులు	lōdustulu	[sound:లోదుస్తులు_google_female.mp3]
undo	అన్డు	anḍu	[sound:అన్డు_google_female.mp3]
unemployed	నిరుద్యోగులు	nirudyōgulu	[sound:నిరుద్యోగులు_google_female.mp3]
unemployment	నిరుద్యోగం	nirudyōgaṁ	[sound:నిరుద్యోగం_google_female.mp3]
